,Info,Race,Income,Age,Sex,Marital,Politics,Urban,Collgrad,Office_H,Office_B,Office_A,Discrimination,Affect_W,Affect_H,Affect_B,Affect_A,Work_W,Work_B,Work_H,Work_A,Ident_W,Ident_B,Ident_H,Ident_A,Ident_USA
1,-1,3,21,46,1,4,2,4,4,3,3,3,3,3,3,-1,-1,-1,-1,4,-1,-1,-1,4,-1,2
2,-1,4,13,37,2,1,5,3,3,3,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3
3,-1,1,17,40,2,1,3,3,2,2,2,2,5,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,5
4,-1,4,7,41,1,1,2,2,3,5,5,5,5,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,5,5
5,-1,5,22,72,1,3,3,4,5,4,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
6,-1,1,3,71,2,4,3,3,3,4,4,4,5,2,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,1
7,-1,1,4,37,2,1,2,2,3,2,2,2,3,1,-1,-1,-1,1,-1,-1,-1,3,-1,-1,-1,1
8,-1,1,3,45,2,1,2,2,2,5,5,5,5,4,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
9,-1,1,10,70,2,1,3,2,2,5,5,5,5,2,-1,-1,-1,4,-1,-1,-1,2,-1,-1,-1,2
10,-1,3,11,43,1,5,1,3,3,2,2,2,2,-1,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
11,-1,3,9,37,2,1,1,4,2,1,1,2,1,4,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
12,-1,1,18,55,1,1,1,2,2,5,3,5,2,2,-1,-1,-1,2,-1,-1,-1,4,-1,-1,-1,3
13,-1,1,1,30,2,6,2,4,2,4,4,4,4,2,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,2
14,-1,4,21,38,1,1,1,3,5,2,1,1,3,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,3,3
15,-1,2,3,41,2,4,3,2,3,2,2,2,5,-1,-1,2,-1,-1,1,-1,-1,-1,1,-1,-1,2
16,-1,3,7,66,1,1,3,2,3,3,3,4,3,-1,3,-1,-1,-1,-1,3,-1,-1,-1,3,-1,1
17,-1,1,22,54,1,1,3,3,4,3,3,3,5,3,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,4
18,-1,1,20,55,1,1,1,2,4,2,2,2,5,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,2
19,-1,1,-9,62,2,1,1,3,4,4,4,4,3,3,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,2
20,-1,1,5,80,2,3,1,3,2,3,3,3,5,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,1
21,-1,3,12,31,1,6,2,2,5,5,5,5,5,1,3,-1,-1,-1,-1,4,-1,-1,-1,5,-1,1
22,-1,3,6,80,2,3,1,1,1,2,2,2,3,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
23,-1,1,21,24,1,6,3,4,4,3,3,3,4,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,3
24,-1,1,15,55,1,1,2,4,5,3,3,3,4,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3
25,-1,3,6,59,2,1,1,4,1,1,1,1,2,2,1,-1,-1,-1,-1,1,-1,-1,-1,3,-1,5
26,-1,1,5,73,1,1,1,3,4,3,3,3,5,2,-1,-1,-1,2,-1,-1,-1,4,-1,-1,-1,2
27,-1,1,5,72,2,3,3,3,1,2,3,3,5,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,2
28,-1,1,20,50,1,1,3,3,4,3,3,3,4,3,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,4
29,-1,1,22,66,1,1,2,1,5,3,3,3,4,2,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,2
30,-1,3,15,41,1,1,1,3,2,2,4,4,2,2,3,-1,-1,-1,-1,2,-1,-1,-1,2,-1,3
31,-5,4,1,52,2,5,3,3,2,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3
32,-1,5,13,45,1,4,5,2,3,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
33,-1,1,4,46,2,6,1,4,5,2,2,2,5,3,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,2
34,-1,1,20,66,1,1,2,2,4,5,5,5,4,4,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,2
35,-1,1,20,60,2,4,1,4,5,3,3,3,5,3,-1,-1,-1,1,-1,-1,-1,3,-1,-1,-1,3
36,-1,1,10,73,2,1,2,3,4,4,4,5,5,2,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,1
37,-1,2,9,71,2,1,1,4,3,2,2,2,3,-1,-1,2,-1,-1,2,-1,-1,-1,3,-1,-1,2
38,-1,1,3,28,2,6,3,3,5,2,1,2,5,3,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,4
39,-1,1,8,73,2,1,1,2,5,2,2,2,5,1,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,5
40,-1,1,-9,-9,1,1,2,3,4,5,4,4,5,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,3
41,-1,1,19,37,2,1,2,3,4,3,3,3,5,2,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,2
42,-1,2,4,56,2,6,1,4,3,2,2,2,2,-1,-1,3,-1,-1,3,-1,-1,-1,3,-1,-1,1
43,-1,1,10,48,1,4,2,4,5,5,5,5,5,3,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,1
44,-1,1,19,53,2,1,2,2,4,5,5,5,5,4,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,1
45,-1,1,22,72,2,4,3,2,3,5,5,5,5,4,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,3
46,-1,1,1,55,1,1,2,1,2,5,5,5,4,2,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,1
47,-1,1,10,79,1,3,1,2,3,3,3,4,5,2,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,2
48,-1,1,21,38,1,1,3,1,4,4,3,4,5,3,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,5
49,-1,4,12,42,2,6,2,4,4,3,3,3,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3,3
50,-1,1,15,70,1,1,3,3,5,2,2,2,5,1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,1
51,-1,5,-9,50,2,-9,1,4,3,3,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3
52,-1,2,-9,50,2,6,1,4,5,2,1,2,4,-1,-1,1,-1,-1,2,-1,-1,-1,2,-1,-1,2
53,-1,1,1,27,2,1,3,-6,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
54,-1,1,1,62,1,6,2,4,2,4,3,3,1,1,-1,-1,-1,1,-1,-1,-1,5,-1,-1,-1,5
55,-1,-9,-9,51,2,1,3,1,3,5,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
56,-1,1,15,60,1,1,2,-6,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
57,-1,1,9,65,2,4,1,3,5,4,4,4,5,2,-1,-1,-1,4,-1,-1,-1,3,-1,-1,-1,3
58,-1,1,21,-9,1,6,3,4,5,3,3,3,4,3,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,4
59,-1,1,9,48,1,4,2,2,2,3,3,3,3,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3
60,-1,1,13,55,1,1,3,2,2,5,5,5,4,2,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,1
61,-1,1,19,54,1,1,3,3,4,1,1,1,5,3,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,3
62,-1,1,13,38,2,1,1,2,5,3,4,4,3,1,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,2
63,-1,1,10,80,1,1,1,4,5,2,2,2,5,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3
64,-1,6,15,37,2,1,1,3,5,2,2,2,4,1,-1,1,-1,-1,-1,-1,-1,4,4,-1,-1,3
65,-1,1,22,38,1,1,3,3,4,3,3,3,4,3,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,2
66,-1,1,11,60,1,1,3,4,3,3,3,3,5,2,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
67,-1,6,14,46,1,4,3,2,3,3,3,3,5,1,-1,-1,-1,2,-1,-1,-1,4,-1,-1,-1,4
68,-1,1,17,78,2,1,1,4,5,1,1,1,5,1,-1,-1,-1,1,-1,-1,-1,4,-1,-1,-1,5
69,-1,1,16,39,2,1,1,4,5,1,1,1,5,1,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,1
70,-1,2,11,33,2,6,1,2,5,1,1,1,3,-1,-1,2,-1,-1,1,-1,-1,-1,1,-1,-1,4
71,-1,1,1,74,2,4,1,2,5,3,3,3,5,3,-1,-1,-1,4,-1,-1,-1,2,-1,-1,-1,1
72,-1,1,10,61,2,3,1,1,3,5,5,5,4,2,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,2
73,-1,1,6,67,2,4,1,2,3,4,3,3,5,4,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,1
74,-1,1,13,60,2,4,1,4,2,3,2,3,5,3,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,1
75,-1,1,17,-9,1,1,2,2,3,4,4,4,5,1,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,1
76,-1,2,6,21,1,6,3,3,3,3,3,3,2,-1,-1,3,-1,-1,3,-1,-1,-1,2,-1,-1,4
77,-1,2,1,49,2,1,1,4,1,3,1,3,4,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1
78,-1,1,16,80,1,1,1,3,5,3,2,3,5,2,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,1
79,-1,1,6,70,1,1,3,3,3,1,2,2,4,1,-1,-1,-1,2,-1,-1,-1,4,-1,-1,-1,1
80,-1,1,-9,70,2,3,1,1,2,2,2,2,2,3,-1,-1,-1,1,-1,-1,-1,3,-1,-1,-1,3
81,-1,1,18,72,1,1,3,2,4,3,3,3,5,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3
82,-1,1,10,78,2,1,2,4,3,2,2,3,5,1,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,3
83,-1,1,10,43,2,4,1,2,4,3,3,3,5,2,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2
84,-1,2,3,45,2,6,3,4,3,4,4,4,3,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,3
85,-1,1,21,44,2,1,1,4,4,2,1,1,3,2,-1,-1,-1,1,-1,-1,-1,5,-1,-1,-1,5
86,-1,3,6,50,2,6,1,4,3,2,2,2,5,-1,1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,1
87,-1,1,-9,-9,2,1,3,3,5,4,3,3,5,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,2
88,-1,1,15,33,2,1,3,2,4,3,3,3,5,2,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,2
89,-1,1,14,55,2,1,2,3,2,4,4,5,5,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
90,-1,1,20,28,2,1,2,4,4,4,3,3,5,2,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,3
91,-1,1,22,34,2,6,2,4,5,4,4,4,5,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,1
92,-1,1,20,24,2,6,2,3,4,3,3,3,4,3,-1,-1,-1,3,-1,-1,-1,1,-1,-1,-1,1
93,-1,1,2,26,2,4,2,2,3,3,3,3,5,3,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,1
94,-1,1,7,75,1,3,1,4,2,4,4,4,5,2,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,2
95,-1,5,13,61,1,1,3,2,4,5,5,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
96,-1,1,22,80,2,3,2,3,5,2,3,3,3,2,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,1
97,-1,1,18,58,1,1,3,2,3,3,3,3,5,2,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,4
98,-1,3,12,50,2,6,1,3,4,2,2,2,3,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
99,-1,1,6,76,2,3,1,2,4,2,2,2,4,1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,2
100,-1,1,9,80,2,3,3,2,3,3,2,2,5,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,5
101,-1,6,1,48,2,6,1,2,2,5,5,5,5,2,-1,-1,2,-1,-1,-1,-1,4,-1,-1,-3,3
102,-1,1,17,61,2,1,3,3,2,2,2,2,5,3,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,2
103,-1,1,17,45,2,4,1,3,5,3,2,3,5,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,5
104,-1,1,7,37,2,1,2,2,3,5,5,5,5,2,-1,-1,-1,4,-1,-1,-1,3,-1,-1,-1,2
105,-1,1,17,36,1,1,2,1,4,4,4,4,5,3,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,1
106,-1,1,3,80,2,3,1,2,1,1,1,1,4,2,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,2
107,-1,1,4,66,2,6,2,1,2,5,5,5,5,4,-1,-1,-1,1,-1,-1,-1,5,-1,-1,-1,1
108,-1,1,10,80,2,1,3,2,2,5,5,5,5,2,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,1
109,-1,5,19,66,1,1,3,2,3,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4
110,-1,1,17,60,2,1,2,1,3,3,3,3,5,2,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,5
111,-1,1,19,34,1,1,2,-5,-2,5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
112,-1,4,22,80,1,1,2,2,5,5,5,5,4,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,4,4
113,-1,1,14,71,1,1,1,2,2,4,4,4,5,1,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,2
114,-1,1,6,72,1,4,2,1,3,4,4,4,5,3,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,2
115,-1,1,8,57,1,6,2,4,4,3,4,5,3,2,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,2
116,-1,3,17,36,2,1,2,2,5,3,3,3,3,-1,2,2,-1,-1,-4,2,-1,-1,-1,2,-1,2
117,-1,2,16,61,2,1,1,4,3,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,2,-1,-1,2
118,-1,5,1,58,1,1,2,3,5,5,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
119,-1,2,17,30,1,6,3,4,3,2,1,2,4,-1,-1,3,-1,-1,1,-1,-1,-1,1,-1,-1,3
120,-1,1,17,80,1,3,2,3,5,3,3,3,5,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,3
121,-1,-9,-9,-9,1,1,2,1,5,3,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
122,-1,3,5,72,1,1,1,4,3,2,2,2,3,-1,2,-1,-1,-1,-1,2,-1,-1,-1,3,-1,2
123,-1,3,1,38,1,6,1,-6,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
124,-1,1,5,60,1,1,2,4,3,5,5,5,4,2,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,3
125,-1,2,4,52,2,1,3,1,2,1,1,2,4,-1,-1,2,-1,-1,2,-1,-1,-1,2,-1,-1,2
126,-1,1,8,40,2,4,3,1,2,4,3,3,3,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3
127,-1,1,-9,23,2,6,1,3,4,1,1,1,5,2,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,5
128,-1,1,19,54,1,1,2,2,2,3,3,4,5,2,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,2
129,-1,1,16,70,2,3,1,3,5,2,2,2,5,2,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,3
130,-1,3,5,23,2,6,3,1,3,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
131,-1,2,21,66,1,1,3,3,5,2,2,2,2,-1,-1,1,-1,-1,2,-1,-1,-1,2,-1,-1,2
132,-1,1,19,60,1,1,2,4,3,4,4,4,5,3,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,3
133,-1,1,17,50,2,1,3,3,4,3,3,3,1,1,-1,-1,-1,1,-1,-1,-1,3,-1,-1,-1,1
134,-1,1,20,62,1,1,2,1,4,5,5,5,5,2,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,2
135,-1,1,17,37,2,1,3,1,5,3,3,3,5,2,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,5
136,-1,1,-9,73,2,1,3,4,2,3,3,3,5,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,1
137,-1,1,20,52,1,1,2,3,4,2,2,2,5,1,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,5
138,-1,1,3,76,2,1,2,3,5,3,2,4,5,4,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,1
139,-1,1,2,73,1,4,3,2,3,5,5,5,5,3,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,2
140,-1,1,21,42,2,4,3,2,4,5,5,5,4,2,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,4
141,-1,1,4,67,1,1,3,2,2,5,5,5,5,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3
142,-1,1,15,64,1,1,1,4,3,3,2,3,5,3,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,2
143,-1,1,15,55,2,1,1,3,3,1,3,2,4,1,-1,-1,-1,4,-1,-1,-1,1,-1,-1,-1,1
144,-1,2,11,29,2,6,3,3,5,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,3
145,-1,2,8,34,2,6,1,4,3,3,1,3,3,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1
146,-1,1,20,45,2,4,3,2,5,2,2,2,5,2,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,2
147,-1,5,22,40,1,1,1,2,5,1,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
148,-1,1,3,28,1,1,3,-6,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
149,-1,3,20,49,1,1,1,3,3,2,2,2,4,3,2,-1,-1,-1,-1,3,-1,-1,-1,2,-1,3
150,-1,1,18,37,1,1,1,3,5,3,2,2,5,3,-1,-1,-1,2,-1,-1,-1,4,-1,-1,-1,2
151,-1,1,19,80,2,1,2,2,3,2,2,2,5,3,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,2
152,-1,4,13,55,2,4,1,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
153,-1,1,5,80,2,3,2,1,1,5,5,5,4,3,-1,-1,-1,-9,-1,-1,-1,-9,-1,-1,-1,2
154,-1,6,17,63,2,6,1,-6,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
155,-1,1,8,66,2,1,3,1,3,5,5,5,3,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,1
156,-1,1,8,55,1,1,2,1,4,4,4,4,5,2,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,2
157,-1,1,18,65,1,1,2,1,3,2,2,2,4,2,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,2
158,-1,1,14,69,2,4,1,4,5,1,1,1,5,2,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,2
159,-1,1,3,70,2,4,2,2,2,5,5,5,2,4,-1,-1,-1,1,-1,-1,-1,3,-1,-1,-1,1
160,-1,1,13,64,1,1,2,4,2,4,3,3,5,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,1
161,-1,1,18,62,1,1,2,2,2,5,5,5,5,2,-1,-1,-1,2,-1,-1,-1,5,-1,-1,-1,3
162,-1,1,-9,50,1,1,2,3,5,5,5,5,4,3,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,3
163,-1,2,1,46,2,6,1,2,2,5,5,5,2,-1,-1,3,-1,-1,2,-1,-1,-1,3,-1,-1,2
164,-1,6,15,67,2,1,1,4,-2,2,1,2,3,-1,-1,1,3,-1,-1,-1,-1,-1,1,-1,-1,1
165,-1,1,2,43,2,6,1,-6,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
166,-1,1,7,30,1,6,3,4,4,3,3,3,4,4,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,3
167,-1,1,13,80,1,1,2,1,2,5,4,5,5,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,1
168,-1,1,4,58,2,3,1,1,2,2,2,2,5,3,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,2
169,-1,1,18,29,1,6,3,4,3,5,5,5,5,3,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,3
170,-1,1,3,71,1,1,1,3,3,3,3,3,5,2,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,3
171,-1,1,17,69,1,1,2,1,5,5,4,5,5,2,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,1
172,-1,1,22,80,1,1,1,4,5,3,3,4,3,2,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2
173,-1,1,20,28,1,6,1,4,5,1,1,1,5,4,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,2
174,-1,3,1,22,2,6,1,4,4,2,2,2,3,2,2,-1,-1,-1,-1,1,-1,-1,-1,1,-1,2
175,-1,1,16,72,2,4,1,3,5,2,2,2,4,2,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,3
176,-1,1,16,63,1,1,3,3,4,3,3,3,5,2,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,3
177,-1,1,22,64,2,1,3,-6,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
178,-1,1,1,61,2,4,1,3,3,3,2,2,5,2,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,2
179,-1,3,2,60,1,4,2,1,2,2,5,5,5,2,2,-1,-1,-1,-1,2,-1,-1,-1,5,-1,1
180,-1,1,9,48,1,1,2,3,2,5,5,5,4,-1,-1,-1,-1,4,-1,-1,-1,-9,-1,-1,-1,2
181,-1,1,15,69,2,6,2,4,5,2,2,2,5,3,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,1
182,-1,1,-9,80,2,3,2,4,5,5,5,5,4,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,3
183,-1,1,6,77,2,3,3,2,3,4,4,4,5,1,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,1
184,-1,2,15,48,2,6,1,3,4,3,2,3,4,-1,-1,2,-1,-1,1,-1,-1,-1,1,-1,-1,2
185,-1,2,4,47,2,5,1,4,3,2,2,3,4,-1,-1,2,-1,-1,1,-1,-1,-1,1,-1,-1,1
186,-1,1,1,43,1,6,5,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
187,-1,3,14,71,2,4,1,4,2,4,4,4,5,2,2,-1,-1,-1,-1,1,-1,-1,-1,4,-1,2
188,-1,3,10,31,1,6,1,3,2,4,4,4,4,1,2,-1,-1,-1,-1,4,-1,-1,-1,5,-1,5
189,-1,1,20,78,2,1,1,4,5,2,2,2,5,3,-1,-1,-1,5,-1,-1,-1,1,-1,-1,-1,1
190,-1,2,22,76,2,3,1,3,5,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,2
191,-1,1,1,46,2,1,3,4,3,4,3,3,4,2,-1,-1,-1,5,-1,-1,-1,1,-1,-1,-1,1
192,-1,1,15,31,2,6,3,4,2,4,4,4,4,2,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,4
193,-1,2,17,29,2,6,3,3,3,3,1,1,3,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1
194,-1,3,7,69,2,3,1,4,3,1,1,1,4,-1,2,-1,-1,-1,-1,2,-1,-1,-1,1,-1,3
195,-1,1,10,34,2,6,1,3,2,3,3,3,5,2,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,5
196,-1,1,4,23,1,6,2,4,3,3,3,3,5,4,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,2
197,-1,1,9,61,1,1,3,3,5,1,1,1,5,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,-1,1
198,-1,1,21,57,1,1,1,4,5,2,2,2,4,1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,2
199,-1,1,1,33,2,1,2,3,5,5,5,5,5,2,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,1
200,-1,1,-9,-9,2,1,3,2,4,2,3,3,3,4,-1,-1,-1,1,-1,-1,-1,5,-1,-1,-1,2
201,-1,1,11,71,1,4,1,3,5,3,3,3,5,1,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,1
202,-1,1,19,50,1,1,2,2,4,5,5,5,4,2,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,1
203,-1,1,-9,71,2,1,3,3,2,3,3,3,4,2,-1,-1,-1,2,-1,-1,-1,5,-1,-1,-1,1
204,-1,1,9,70,2,4,3,3,-2,4,3,4,4,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,2
205,-1,3,10,22,1,6,3,4,2,4,4,4,4,4,4,-1,-1,-1,-1,3,-1,-1,-1,5,-1,5
206,-1,3,17,24,1,6,3,3,3,1,2,2,5,4,3,-1,-1,-1,-1,2,-1,-1,-1,2,-1,3
207,-1,2,4,40,2,6,1,2,3,2,2,2,3,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1
208,-1,1,20,49,1,1,3,4,4,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,4
209,-1,1,17,56,2,6,1,3,5,3,3,3,5,2,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,3
210,-1,3,13,59,1,1,3,3,2,4,4,4,4,3,3,-1,-1,-1,-1,2,-1,-1,-1,3,-1,4
211,-1,1,19,63,1,1,2,4,3,3,3,3,5,2,-1,-1,-1,1,-1,-1,-1,3,-1,-1,-1,1
212,-1,1,17,73,1,1,1,4,5,3,3,3,5,1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,2
213,-1,1,20,56,2,1,1,2,4,2,2,2,5,1,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,3
214,-1,1,22,41,1,1,2,2,4,5,5,5,4,2,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,1
